pid,task_id,date,task_type,tpe_change,description,submitted_by
5294,37294,2025-09-01 14:56:14,point task,3,S56 PT#2,ZootTX
5294,37422,2025-09-01 20:39:29,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,37461,2025-09-01 21:21:41,point task,1,S54 Community Ballot - Supplementary,TubaDeus
5294,37493,2025-09-01 21:37:48,point task,1,S55 Community Ballot - Supplementary,TubaDeus
5294,37919,2025-09-05 15:14:00,point task,2,S56 ISFL Week 7 Predictions ,Asked Madden
5294,38448,2025-09-05 15:29:15,point task,3,S56 ISFL Week 9 Predictions ,Asked Madden
5294,38700,2025-09-08 08:19:26,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,39617,2025-09-12 16:12:36,point task,3,S56 ISFL Week 10 Predictions ,Asked Madden
5294,39861,2025-09-12 16:15:08,point task,1,S56 ISFL Week 11 Predictions ,Asked Madden
5294,40124,2025-09-12 16:16:09,point task,3,S56 ISFL Week 12 Predictions ,Asked Madden
5294,40376,2025-09-15 08:29:01,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,41269,2025-09-20 01:44:10,point task,2,S56 ISFL Week 13 Predictions ,Asked Madden
5294,41522,2025-09-20 01:45:08,point task,3,S56 ISFL Week 14 Predictions ,Asked Madden
5294,41785,2025-09-20 01:45:54,point task,2,S56 ISFL Week 15 Predictions ,Asked Madden
5294,42180,2025-09-22 09:17:03,point task,6,S56 Regular Season Preds,AustinP0027
5294,42743,2025-09-22 16:58:25,point task,3,S56 PT#5,ZootTX
5294,43236,2025-09-26 15:25:09,point task,2,S56 ISFL Week 16 Predictions ,Asked Madden
5294,43723,2025-09-27 08:20:00,regression,-194,S57 Regression: 194 TPE,lemonoppy
5294,45382,2025-10-07 12:08:33,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,45383,2025-10-07 12:08:39,training camp,8,Team Training Camp: +8,TheSparkyDee
5294,45384,2025-10-07 12:26:04,training,5,Weekly Training: +5,TheSparkyDee
5294,45385,2025-10-07 12:27:43,seasonal equipment,30,Seasonal Equipment: +30,TheSparkyDee
5294,46016,2025-10-13 09:42:27,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,46017,2025-10-13 09:42:32,training,5,Weekly Training: +5,TheSparkyDee
5294,46669,2025-10-18 00:19:19,point task,1,S57 ISFL Week 1 Predictions ,Asked Madden
5294,46931,2025-10-18 00:20:31,point task,3,S5z7 ISFL Week 2 Predictions ,Asked Madden
5294,47543,2025-10-20 11:29:04,point task,3,S57 PT#1,ZootTX
5294,47689,2025-10-20 13:10:40,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,47690,2025-10-20 13:10:43,training,5,Weekly Training: +5,TheSparkyDee
5294,48271,2025-10-26 11:15:03,point task,3,S57 W3 Predictions,lemonoppy
5294,48537,2025-10-26 11:21:02,point task,3,S57 W4 Predictions,lemonoppy
5294,48792,2025-10-26 11:24:12,point task,3,S57 W5 Predictions,lemonoppy
5294,49048,2025-10-26 11:28:05,point task,2,S57 W6 Predictions,lemonoppy
5294,49308,2025-10-26 11:31:02,point task,3,S57 W7 Predictions,lemonoppy
5294,50099,2025-10-27 11:38:31,point task,3,S57 PT#2,ZootTX
5294,50584,2025-10-28 12:07:12,point task,2,S57 W8 Predictions,lemonoppy
5294,50931,2025-10-29 22:54:00,point task,2,S57 W9 Predictions,lemonoppy
5294,50991,2025-10-30 15:32:08,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,50992,2025-10-30 15:32:11,training,5,Weekly Training: +5,TheSparkyDee
5294,51297,2025-11-02 18:04:28,point task,2,S57 W10,lemonoppy
5294,52195,2025-11-04 11:02:37,point task,4,S57 W11 Predictions,lemonoppy
5294,52295,2025-11-05 14:25:31,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,52627,2025-11-08 15:13:36,point task,3,S57 W12 Predictions,lemonoppy
5294,52889,2025-11-08 15:14:57,point task,2,S57 W13 Predictions,lemonoppy
5294,53629,2025-11-12 08:08:34,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,54106,2025-11-12 22:10:32,point task,3,S57 W15 Predictions,lemonoppy
5294,54459,2025-11-16 14:24:42,point task,3,S57 W16 Predictions,lemonoppy
5294,54525,2025-11-16 14:32:45,fantasy,3,S57 Fantasy,lemonoppy
5294,54714,2025-11-17 08:42:47,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,55803,2025-11-21 11:08:08,point task,8,S57 Season Preds,AustinP0027
5294,56077,2025-11-21 22:09:56,prediction,3,S57 Playoff Results,AustinP0027
5294,56285,2025-11-22 09:45:42,regression,-226,S58 Regression: 226 TPE,lemonoppy
5294,58612,2025-12-06 19:10:27,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,58613,2025-12-06 19:10:30,training,5,Weekly Training: +5,TheSparkyDee
5294,58614,2025-12-06 19:12:48,training camp,8,Team Training Camp: +8,TheSparkyDee
5294,59443,2025-12-10 00:20:48,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,59598,2025-12-10 22:25:59,prediction,2,S58 W1 Predictions,lemonoppy
5294,59984,2025-12-12 23:29:00,prediction,3,S58 W2 Predictions,lemonoppy
5294,60302,2025-12-12 23:29:28,prediction,3,S58 W3 Predictions,lemonoppy
5294,61318,2025-12-15 22:02:28,prediction,2,S58 W4 Predictions,lemonoppy
5294,62750,2025-12-21 22:31:49,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,63857,2025-12-23 14:38:11,point task,1,S57 Community Ballot,lemonoppy
5294,63977,2025-12-26 16:27:13,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,64954,2025-12-30 11:26:02,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,68417,2026-01-14 11:30:52,activity check,2,Weekly Activity Check: +2,TheSparkyDee
5294,68538,2026-01-14 22:56:30,prediction,1,S58 W15 Predictions,lemonoppy
5294,68891,2026-01-17 02:05:38,prediction,2,S58 W16 Predictions,lemonoppy
5294,69200,2026-01-17 02:07:24,prediction,10,S58 Regular Season Predictions,lemonoppy
5294,70879,2026-01-23 21:02:09,regression,-219,S59 Regression: 219 TPE,lemonoppy
5295,4610,2025-04-09 23:28:35,Create,1040,Initial Import,lemonoppy
5295,5245,2025-04-21 10:48:18,point task,7,S54 First Rounders,wizard_literal
5295,5604,2025-04-21 13:54:01,other,83,Portal Import,lemonoppy
5295,5753,2025-04-21 16:49:10,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,5754,2025-04-21 16:51:51,training,5,Weekly Training: +5,Commaperiod
5295,6738,2025-04-28 11:12:42,training,5,Weekly Training: +5,Commaperiod
5295,6737,2025-04-28 11:13:29,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,7265,2025-05-01 19:55:41,point task,16, ISFL S54 Claim Week 1,wizard_literal
5295,7696,2025-05-05 01:00:01,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,7697,2025-05-05 01:07:25,training,5,Weekly Training: +5,Commaperiod
5295,8309,2025-05-08 16:30:59,point task,14,ISFL S54 Claim Week 2,wizard_literal
5295,8717,2025-05-12 01:13:21,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,8718,2025-05-12 01:13:25,training,5,Weekly Training: +5,Commaperiod
5295,9343,2025-05-16 08:38:37,point task,12,S54 Week 3 Claim,wizard_literal
5295,9712,2025-05-19 01:15:03,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,9713,2025-05-19 01:15:08,training,5,Weekly Training: +5,Commaperiod
5295,10447,2025-05-23 08:53:14,point task,3,(S54) PT #3,wizard_literal
5295,10524,2025-05-23 09:00:12,point task,3,ISFL Week 10 Predictions,wizard_literal
5295,11040,2025-05-23 09:04:07,point task,3,ISFL Week 11 Predictions,wizard_literal
5295,11323,2025-05-23 09:10:09,point task,3,ISFL Week 12 Predictions,wizard_literal
5295,12349,2025-05-30 08:22:44,point task,3,(S54) ISFL Week 13 Predictions,wizard_literal
5295,12603,2025-05-30 08:23:56,point task,2, (S54) ISFL Week 14 Predictions,wizard_literal
5295,12888,2025-05-30 08:24:33,point task,3,(S54) ISFL Week 15 Predictions,wizard_literal
5295,12942,2025-05-30 08:25:42,point task,3,(S54) PT #4 - Personal Locker,wizard_literal
5295,13243,2025-06-01 13:01:57,point task,6,S54 Regular Season Preds,AustinP0027
5295,13487,2025-06-01 20:21:55,training,5,Weekly Training: +5,Commaperiod
5295,13488,2025-06-01 20:21:56,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,13686,2025-06-02 11:34:37,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,13687,2025-06-02 11:34:43,training,5,Weekly Training: +5,Commaperiod
5295,14291,2025-06-05 13:26:06,point task,3,(S54) ISFL Week 16 Predictions,AustinP0027
5295,14443,2025-06-06 21:09:32,fantasy,5,S54 Fantasy Results,AustinP0027
5295,14517,2025-06-06 21:14:21,point task,3,(S54) PT #5,AustinP0027
5295,16270,2025-06-07 17:17:30,training camp,8,Team Training Camp: +8,Commaperiod
5295,16271,2025-06-07 17:17:52,seasonal equipment,30,Seasonal Equipment: +30,Commaperiod
5295,16889,2025-06-09 10:55:33,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,16890,2025-06-09 10:55:36,training,5,Weekly Training: +5,Commaperiod
5295,17656,2025-06-13 22:15:52,point task,8,S55 First Rounders,AustinP0027
5295,18196,2025-06-16 10:22:41,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,18197,2025-06-16 10:22:45,training,5,Weekly Training: +5,Commaperiod
5295,18683,2025-06-20 11:44:49,point task,4,S54 Playoff Preds,AustinP0027
5295,18858,2025-06-23 03:37:58,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,18859,2025-06-23 03:38:03,training,5,Weekly Training: +5,Commaperiod
5295,19781,2025-06-26 15:13:24,point task,2,S55 ISFL Week 1 Predictions ,Asked Madden
5295,20093,2025-06-26 15:47:06,point task,3,S55 ISFL Week 2 Predictions,Asked Madden
5295,20191,2025-06-27 15:24:13,point task,10,S55 Offseason Task,ZootTX
5295,20834,2025-06-30 14:45:53,point task,3,S55 PT1,ZootTX
5295,21372,2025-06-30 15:42:59,point task,3,S55 ISFL Week 3 Predictions,Asked Madden
5295,21694,2025-06-30 16:04:03,point task,3,S55 ISFL Week 4 Predictions ,Asked Madden
5295,21709,2025-06-30 16:36:21,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,21710,2025-06-30 16:36:26,training,5,Weekly Training: +5,Commaperiod
5295,22223,2025-07-03 15:12:05,point task,2,S55 ISFL Week 5 Predictions ,Asked Madden
5295,22518,2025-07-03 16:19:50,point task,3,S55 ISFL Week 6 Predictions ,Asked Madden
5295,22955,2025-07-07 09:38:45,point task,3,(S55) PT #2,AustinP0027
5295,24137,2025-07-08 17:35:47,point task,3,S55 ISFL Week 8 Predictions ,Asked Madden
5295,24435,2025-07-08 17:39:23,point task,3,S55 ISFL Week 7 Predictions ,Asked Madden
5295,24853,2025-07-11 03:36:51,point task,2,S55 ISFL Week 9 Predictions ,Asked Madden
5295,24862,2025-07-11 03:57:19,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,24863,2025-07-11 03:57:24,training,5,Weekly Training: +5,Commaperiod
5295,25293,2025-07-14 03:37:15,point task,2,S55 ISFL Week 10 Predictions ,Asked Madden
5295,25482,2025-07-14 10:50:46,point task,3,S55 PT3,ZootTX
5295,25897,2025-07-15 12:50:21,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,25898,2025-07-15 12:50:28,training,5,Weekly Training: +5,Commaperiod
5295,26478,2025-07-15 19:00:40,point task,3,S55 ISFL Week 11 Predictions ,Asked Madden
5295,26854,2025-07-17 15:20:30,point task,3,S55 ISFL Week 12 Predictions ,Asked Madden
5295,27233,2025-07-21 12:12:30,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,27234,2025-07-21 12:12:34,training,5,Weekly Training: +5,Commaperiod
5295,27310,2025-07-21 13:54:33,point task,3,S55 PT4,ZootTX
5295,28010,2025-07-23 15:34:35,point task,3,S55 ISFL Week 13 Predictions ,Asked Madden
5295,28267,2025-07-23 15:35:33,point task,3,S55 ISFL Week 14 Predictions ,Asked Madden
5295,28578,2025-07-24 11:11:31,point task,4,S55 ISFL Week 15 Predictions ,Asked Madden
5295,28918,2025-07-26 05:30:12,point task,3,S55 ISFL Week 16 Predictions ,Asked Madden
5295,29063,2025-07-27 10:20:16,point task,10,(S55) Regular Season Preds,AustinP0027
5295,29748,2025-07-29 09:10:51,point task,3,S55 PT5,ZootTX
5295,29968,2025-07-29 15:10:55,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,29969,2025-07-29 15:11:01,training,5,Weekly Training: +5,Commaperiod
5295,30319,2025-08-01 21:32:44,training camp,8,Team Training Camp: +8,Commaperiod
5295,30320,2025-08-01 21:32:54,seasonal equipment,30,Seasonal Equipment: +30,Commaperiod
5295,30798,2025-08-02 22:09:10,point task,4,S55 Playoff Predictions,lemonoppy
5295,31177,2025-08-04 12:15:19,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,31178,2025-08-04 12:15:35,training,5,Weekly Training: +5,Commaperiod
5295,31433,2025-08-05 09:41:34,fantasy,3,S55 Fantasy,lemonoppy
5295,31923,2025-08-09 21:31:58,point task,8,S56 First Rounders,TubaDeus
5295,32854,2025-08-17 13:43:32,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,32855,2025-08-17 13:43:36,training,5,Weekly Training: +5,Commaperiod
5295,33565,2025-08-21 14:37:28,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,33566,2025-08-21 14:37:32,training,5,Weekly Training: +5,Commaperiod
5295,33908,2025-08-23 01:38:09,point task,2,S56 ISFL Week 1 Predictions ,Asked Madden
5295,34206,2025-08-23 02:22:26,point task,2,S56 ISFL Week 2 Predictions ,Asked Madden
5295,34389,2025-08-23 16:31:52,point task,10,S56 OT ,Asked Madden
5295,34816,2025-08-25 14:16:24,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,34817,2025-08-25 14:16:27,training,5,Weekly Training: +5,Commaperiod
5295,34993,2025-08-25 14:27:33,point task,3,S56 PT#1 - Youth Camp,ZootTX
5295,35546,2025-08-27 15:58:33,point task,2,S56 ISFL Week 3 Predictions ,Asked Madden
5295,35921,2025-08-29 01:54:46,point task,2,S56 ISFL Week 4 Predictions ,Asked Madden
5295,36167,2025-08-29 04:10:41,point task,3,S56 ISFL Week 5 Predictions ,Asked Madden
5295,36443,2025-08-29 04:25:24,point task,4,S56 ISFL Week 6 Predictions ,Asked Madden
5295,36499,2025-08-30 20:45:32,point task,1,S54 Community Ballot,TubaDeus
5295,36688,2025-08-30 20:49:25,point task,1,S55 Community Ballot,TubaDeus
5295,37150,2025-09-01 14:56:14,point task,3,S56 PT#2,ZootTX
5295,37973,2025-09-05 15:14:00,point task,2,S56 ISFL Week 7 Predictions ,Asked Madden
5295,38222,2025-09-05 15:15:52,point task,3,S56 ISFL Week 8 Predictions ,Asked Madden
5295,38501,2025-09-05 15:29:15,point task,3,S56 ISFL Week 9 Predictions ,Asked Madden
5295,38534,2025-09-06 11:15:59,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,38535,2025-09-06 11:16:19,training,5,Weekly Training: +5,Commaperiod
5295,38915,2025-09-08 14:27:56,point task,3,S56 PT#3,ZootTX
5295,39352,2025-09-11 16:00:43,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,39353,2025-09-11 16:00:48,training,5,Weekly Training: +5,Commaperiod
5295,39670,2025-09-12 16:12:36,point task,3,S56 ISFL Week 10 Predictions ,Asked Madden
5295,39909,2025-09-12 16:15:08,point task,1,S56 ISFL Week 11 Predictions ,Asked Madden
5295,40174,2025-09-12 16:16:09,point task,3,S56 ISFL Week 12 Predictions ,Asked Madden
5295,40711,2025-09-15 14:54:10,point task,3,S56 PT #4,ZootTX
5295,41026,2025-09-19 15:34:15,training,5,Weekly Training: +5,Commaperiod
5295,41027,2025-09-19 15:34:17,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,41323,2025-09-20 01:44:10,point task,2,S56 ISFL Week 13 Predictions ,Asked Madden
5295,41568,2025-09-20 01:45:08,point task,3,S56 ISFL Week 14 Predictions ,Asked Madden
5295,41838,2025-09-20 01:45:54,point task,2,S56 ISFL Week 15 Predictions ,Asked Madden
5295,42102,2025-09-22 09:17:03,point task,6,S56 Regular Season Preds,AustinP0027
5295,42414,2025-09-22 10:50:21,fantasy,5,S56 Fantasy,lemonoppy
5295,42494,2025-09-22 11:28:24,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,42495,2025-09-22 11:28:29,training,5,Weekly Training: +5,Commaperiod
5295,42759,2025-09-22 16:58:25,point task,3,S56 PT#5,ZootTX
5295,43288,2025-09-26 15:25:09,point task,2,S56 ISFL Week 16 Predictions ,Asked Madden
5295,43322,2025-09-26 22:11:20,point task,4,S56 Playoff Predictions,AustinP0027
5295,43724,2025-09-27 08:20:00,regression,-327,S57 Regression: 327 TPE,lemonoppy
5295,43895,2025-09-27 12:58:54,training camp,8,Team Training Camp: +8,Commaperiod
5295,43896,2025-09-27 12:59:06,seasonal equipment,30,Seasonal Equipment: +30,Commaperiod
5295,44659,2025-10-01 02:05:52,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,44660,2025-10-01 02:05:57,training,5,Weekly Training: +5,Commaperiod
5295,45490,2025-10-08 23:43:43,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,45491,2025-10-08 23:43:49,training,5,Weekly Training: +5,Commaperiod
5295,45609,2025-10-10 16:24:16,point task,8,S57 First Rounders,AustinP0027
5295,46455,2025-10-17 13:39:06,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,46456,2025-10-17 13:39:10,training,5,Weekly Training: +5,Commaperiod
5295,46717,2025-10-18 00:19:19,point task,2,S57 ISFL Week 1 Predictions ,Asked Madden
5295,46981,2025-10-18 00:20:31,point task,3,S5z7 ISFL Week 2 Predictions ,Asked Madden
5295,47188,2025-10-19 19:27:51,point task,10,S57 OT,AustinP0027
5295,47617,2025-10-20 11:29:04,point task,3,S57 PT#1,ZootTX
5295,47643,2025-10-20 11:48:05,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,47644,2025-10-20 11:48:10,training,5,Weekly Training: +5,Commaperiod
5295,48051,2025-10-26 11:15:03,point task,2,S57 W3 Predictions,lemonoppy
5295,48322,2025-10-26 11:21:02,point task,3,S57 W4 Predictions,lemonoppy
5295,48591,2025-10-26 11:24:12,point task,3,S57 W5 Predictions,lemonoppy
5295,48838,2025-10-26 11:28:05,point task,2,S57 W6 Predictions,lemonoppy
5295,49099,2025-10-26 11:31:02,point task,3,S57 W7 Predictions,lemonoppy
5295,49409,2025-10-26 11:35:50,point task,1,S56 Community Ballot,lemonoppy
5295,50164,2025-10-27 11:38:31,point task,3,S57 PT#2,ZootTX
5295,50187,2025-10-27 12:03:30,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,50188,2025-10-27 12:03:34,training,5,Weekly Training: +5,Commaperiod
5295,50397,2025-10-28 12:07:12,point task,2,S57 W8 Predictions,lemonoppy
5295,50719,2025-10-29 22:54:00,point task,2,S57 W9 Predictions,lemonoppy
5295,51082,2025-11-02 18:04:28,point task,3,S57 W10,lemonoppy
5295,51773,2025-11-03 11:31:31,point task,3,S57 PT#3,ZootTX
5295,51999,2025-11-04 11:02:37,point task,3,S57 W11 Predictions,lemonoppy
5295,52245,2025-11-04 12:57:18,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,52246,2025-11-04 12:57:21,training,5,Weekly Training: +5,Commaperiod
5295,52412,2025-11-08 15:13:36,point task,3,S57 W12 Predictions,lemonoppy
5295,52676,2025-11-08 15:14:57,point task,2,S57 W13 Predictions,lemonoppy
5295,53202,2025-11-10 12:03:17,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,53204,2025-11-10 12:03:20,training,5,Weekly Training: +5,Commaperiod
5295,53572,2025-11-11 14:51:06,point task,3,S57 PT#4,ZootTX
5295,53653,2025-11-12 11:26:05,point task,3,S57 W14 Predictions,lemonoppy
5295,53902,2025-11-12 22:10:32,point task,3,S57 W15 Predictions,lemonoppy
5295,54248,2025-11-16 14:24:42,point task,3,S57 W16 Predictions,lemonoppy
5295,55057,2025-11-17 16:11:39,point task,3,S57 PT#5,ZootTX
5295,55124,2025-11-17 21:09:30,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,55125,2025-11-17 21:09:34,training,5,Weekly Training: +5,Commaperiod
5295,55677,2025-11-21 11:08:08,point task,8,S57 Season Preds,AustinP0027
5295,56033,2025-11-21 22:09:56,prediction,3,S57 Playoff Results,AustinP0027
5295,56286,2025-11-22 09:45:42,regression,-372,S58 Regression: 372 TPE,lemonoppy
5295,56715,2025-11-23 14:46:17,training camp,8,Team Training Camp: +8,Commaperiod
5295,56716,2025-11-23 14:46:24,seasonal equipment,30,Seasonal Equipment: +30,Commaperiod
5295,58066,2025-12-02 15:42:40,point task,9,S58 First Rounders,lemonoppy
5295,58325,2025-12-02 15:46:21,point task,1,S58 Host City Voting,lemonoppy
5295,58531,2025-12-04 11:25:06,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,58532,2025-12-04 11:25:10,training,5,Weekly Training: +5,Commaperiod
5295,59223,2025-12-09 17:08:19,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,59224,2025-12-09 17:08:24,training,5,Weekly Training: +5,Commaperiod
5295,59365,2025-12-09 20:04:11,point task,10,S58 Offseason Task,lemonoppy
5295,59703,2025-12-10 22:25:59,prediction,2,S58 W1 Predictions,lemonoppy
5295,60095,2025-12-12 23:29:00,prediction,3,S58 W2 Predictions,lemonoppy
5295,60413,2025-12-12 23:29:28,prediction,3,S58 W3 Predictions,lemonoppy
5295,61091,2025-12-15 16:42:27,point task,3,S58 Pt#1,ZootTX
5295,61435,2025-12-15 22:02:29,prediction,2,S58 W4 Predictions,lemonoppy
5295,61684,2025-12-17 17:51:53,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,61685,2025-12-17 17:51:58,training,5,Weekly Training: +5,Commaperiod
5295,61920,2025-12-17 22:42:30,prediction,2,S58 W5 Predictions,lemonoppy
5295,62297,2025-12-20 07:30:39,prediction,3,S58 W6 Predictions,lemonoppy
5295,62609,2025-12-20 07:31:45,prediction,2,S58 W7 Predictions,lemonoppy
5295,63127,2025-12-22 19:33:24,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,63128,2025-12-22 19:33:27,training,5,Weekly Training: +5,Commaperiod
5295,63368,2025-12-23 09:10:06,prediction,2,S58 W8 Predictions,lemonoppy
5295,63620,2025-12-23 13:29:40,point task,3,S58 PT#2,ZootTX
5295,64322,2025-12-29 10:00:33,point task,3,S58 PT#3,ZootTX
5295,64823,2025-12-30 00:28:41,prediction,2,S58 W9 Predictions,lemonoppy
5295,65278,2026-01-02 09:09:56,prediction,3,S58 W10 Predictions,lemonoppy
5295,65409,2026-01-02 18:01:45,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,65410,2026-01-02 18:01:50,training,5,Weekly Training: +5,Commaperiod
5295,66169,2026-01-05 16:31:04,point task,3,S58 PT#4,ZootTX
5295,66518,2026-01-06 08:57:31,prediction,2,S58 W11 Predictions,lemonoppy
5295,66887,2026-01-07 21:40:27,prediction,2,S58 W12 Predictions,lemonoppy
5295,67108,2026-01-11 19:52:40,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,67109,2026-01-11 19:52:45,training,5,Weekly Training: +5,Commaperiod
5295,67306,2026-01-11 20:17:22,prediction,2,S58 W13 Predictions,lemonoppy
5295,67844,2026-01-12 14:11:07,point task,3,S58 PT#5,ZootTX
5295,68215,2026-01-12 22:39:25,prediction,3,S58 W14 Predictions,lemonoppy
5295,68640,2026-01-14 22:56:30,prediction,2,S58 W15 Predictions,lemonoppy
5295,68998,2026-01-17 02:05:38,prediction,2,S58 W16 Predictions,lemonoppy
5295,69306,2026-01-17 02:07:24,prediction,9,S58 Regular Season Predictions,lemonoppy
5295,69456,2026-01-17 13:10:00,fantasy,3,S58 Fantasy,lemonoppy
5295,69591,2026-01-17 13:14:39,point task,1,S58 Host City Voting,lemonoppy
5295,70067,2026-01-19 10:54:51,point task,3,S58 PT#6,ZootTX
5295,70709,2026-01-23 20:57:52,prediction,2,S58 Playoff Results Prediction,lemonoppy
5295,70880,2026-01-23 21:02:09,regression,-386,S59 Regression: 386 TPE,lemonoppy
5295,71014,2026-01-23 21:24:35,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,71015,2026-01-23 21:24:41,training,5,Weekly Training: +5,Commaperiod
5295,71016,2026-01-23 21:24:45,training camp,8,Team Training Camp: +8,Commaperiod
5295,71022,2026-01-23 21:25:08,seasonal equipment,30,Seasonal Equipment: +30,Commaperiod
5295,71832,2026-01-26 11:51:49,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,71833,2026-01-26 11:51:56,training,5,Weekly Training: +5,Commaperiod
5295,72428,2026-01-31 09:19:17,point task,1,S58 Community Ballot,lemonoppy
5295,72982,2026-02-02 09:43:37,point task,8,S59 First Rounders,AustinP0027
5295,73270,2026-02-02 12:58:35,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,73271,2026-02-02 12:58:47,training,5,Weekly Training: +5,Commaperiod
5295,74508,2026-02-10 00:08:36,prediction,2,S59 W1 Predictions,lemonoppy
5295,74866,2026-02-11 09:25:29,point task,10,S59 OT,lemonoppy
5295,75153,2026-02-11 21:26:26,prediction,2,S59 W2 Predictions,lemonoppy
5295,75551,2026-02-14 11:28:10,prediction,3,S59 W3 Predictions,lemonoppy
5295,75877,2026-02-14 11:28:40,prediction,2,S59 W4 Predictions,lemonoppy
5295,76012,2026-02-14 14:33:32,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,76013,2026-02-14 14:33:37,training,5,Weekly Training: +5,Commaperiod
5295,76565,2026-02-16 14:42:43,point task,3,S59 PT#1,ZootTX
5295,76682,2026-02-16 20:29:50,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,76683,2026-02-16 20:29:54,training,5,Weekly Training: +5,Commaperiod
5295,76871,2026-02-16 21:36:05,prediction,2,S59 W5 Predictions,lemonoppy
5295,77373,2026-02-19 12:37:22,prediction,2,S59 W6 Predictions,lemonoppy
5295,77733,2026-02-20 21:07:59,prediction,3,S59 W7 Predictions,lemonoppy
5295,78359,2026-02-23 13:56:05,point task,3,S59 PT#2,ZootTX
5295,78420,2026-02-23 17:00:33,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,78423,2026-02-23 17:00:41,training,5,Weekly Training: +5,Commaperiod
5295,78709,2026-02-24 09:22:44,prediction,2,S59 W8 Predictions,lemonoppy
5295,79193,2026-02-27 10:28:08,prediction,3,S59 W9 Predictions,AustinP0027
5295,79517,2026-02-28 09:34:12,prediction,2,S59 W10 Predictions,AustinP0027
5295,80026,2026-03-02 08:55:38,point task,3,S59 PT#3,ZootTX
5295,80225,2026-03-02 17:38:32,activity check,2,Weekly Activity Check: +2,Commaperiod
5295,80226,2026-03-02 17:38:36,training,5,Weekly Training: +5,Commaperiod
5295,80534,2026-03-03 12:22:10,prediction,3,S59 W11 Predictions,lemonoppy
5295,80979,2026-03-05 17:23:52,prediction,3,S59 W12 Predictions,lemonoppy
5295,81394,2026-03-07 10:15:27,prediction,3,S59 W13 Predictions,ZootTX
5295,82008,2026-03-09 09:52:32,point task,3,S59 PT#4,ZootTX
5295,82438,2026-03-10 09:18:22,prediction,2,S59 W14 Predictions,lemonoppy
5295,82842,2026-03-12 08:25:16,prediction,2,S59 W15 Predictions,AustinP0027
5295,83240,2026-03-14 08:58:32,prediction,2,S59 W16 Predictions,ZootTX
